,PassengerId,Superviviente,Clase,Nombre,Sexo,Edad,SibSp,Parch,Ticket,Precio pasaje,Puerta de embarque,Rango_Edad,Titulos
614,615,Muertos,Tercera,"Brocklebank, Mr. William Alfred",Hombre,35,0,0,364512,8.05,Southamptom,Adultos, Mr
615,616,Vivos,Segunda,"Herman, Miss. Alice",Mujer,24,1,2,220845,65.0,Southamptom,Adultos, Miss
616,617,Muertos,Tercera,"Danbom, Mr. Ernst Gilbert",Hombre,34,1,1,347080,14.4,Southamptom,Adultos, Mr
617,618,Muertos,Tercera,"Lobb, Mrs. William Arthur (Cordelia K Stanlick)",Mujer,26,1,0,A/5. 3336,16.1,Southamptom,Adultos, Mrs
618,619,Vivos,Segunda,"Becker, Miss. Marion Louise",Mujer,4,2,1,230136,39.0,Southamptom,Jóvenes, Miss
619,620,Muertos,Segunda,"Gavey, Mr. Lawrence",Hombre,26,0,0,31028,10.5,Southamptom,Adultos, Mr
620,621,Muertos,Tercera,"Yasbeck, Mr. Antoni",Hombre,27,1,0,2659,14.4542,Cherbourg,Adultos, Mr
621,622,Vivos,Primera,"Kimball, Mr. Edwin Nelson Jr",Hombre,42,1,0,11753,52.5542,Southamptom,Adultos, Mr
622,623,Vivos,Tercera,"Nakid, Mr. Sahid",Hombre,20,1,1,2653,15.7417,Cherbourg,Adultos, Mr
623,624,Muertos,Tercera,"Hansen, Mr. Henry Damsgaard",Hombre,21,0,0,350029,7.8542,Southamptom,Adultos, Mr
624,625,Muertos,Tercera,"Bowen, Mr. David John ""Dai""",Hombre,21,0,0,54636,16.1,Southamptom,Adultos, Mr
625,626,Muertos,Primera,"Sutton, Mr. Frederick",Hombre,61,0,0,36963,32.3208,Southamptom,Mayores, Mr
626,627,Muertos,Segunda,"Kirkland, Rev. Charles Leonard",Hombre,57,0,0,219533,12.35,Queenstown,Mayores, Rev
627,628,Vivos,Primera,"Longley, Miss. Gretchen Fiske",Mujer,21,0,0,13502,77.9583,Southamptom,Adultos, Miss
628,629,Muertos,Tercera,"Bostandyeff, Mr. Guentcho",Hombre,26,0,0,349224,7.8958,Southamptom,Adultos, Mr
629,630,Muertos,Tercera,"O'Connell, Mr. Patrick D",Hombre,29,0,0,334912,7.7333,Queenstown,Adultos, Mr
630,631,Vivos,Primera,"Barkworth, Mr. Algernon Henry Wilson",Hombre,80,0,0,27042,30.0,Southamptom,Mayores, Mr
631,632,Muertos,Tercera,"Lundahl, Mr. Johan Svensson",Hombre,51,0,0,347743,7.0542,Southamptom,Mayores, Mr
632,633,Vivos,Primera,"Stahelin-Maeglin, Dr. Max",Hombre,32,0,0,13214,30.5,Cherbourg,Adultos, Dr
633,634,Muertos,Primera,"Parr, Mr. William Henry Marsh",Hombre,29,0,0,112052,0.0,Southamptom,Adultos, Mr
634,635,Muertos,Tercera,"Skoog, Miss. Mabel",Mujer,9,3,2,347088,27.9,Southamptom,Jóvenes, Miss
635,636,Vivos,Segunda,"Davis, Miss. Mary",Mujer,28,0,0,237668,13.0,Southamptom,Adultos, Miss
636,637,Muertos,Tercera,"Leinonen, Mr. Antti Gustaf",Hombre,32,0,0,STON/O 2. 3101292,7.925,Southamptom,Adultos, Mr
637,638,Muertos,Segunda,"Collyer, Mr. Harvey",Hombre,31,1,1,C.A. 31921,26.25,Southamptom,Adultos, Mr
638,639,Muertos,Tercera,"Panula, Mrs. Juha (Maria Emilia Ojala)",Mujer,41,0,5,3101295,39.6875,Southamptom,Adultos, Mrs
639,640,Muertos,Tercera,"Thorneycroft, Mr. Percival",Hombre,29,1,0,376564,16.1,Southamptom,Adultos, Mr
640,641,Muertos,Tercera,"Jensen, Mr. Hans Peder",Hombre,20,0,0,350050,7.8542,Southamptom,Adultos, Mr
641,642,Vivos,Primera,"Sagesser, Mlle. Emma",Mujer,24,0,0,PC 17477,69.3,Cherbourg,Adultos, Mlle
642,643,Muertos,Tercera,"Skoog, Miss. Margit Elizabeth",Mujer,2,3,2,347088,27.9,Southamptom,Jóvenes, Miss
643,644,Vivos,Tercera,"Foo, Mr. Choong",Hombre,29,0,0,1601,56.4958,Southamptom,Adultos, Mr
644,645,Vivos,Tercera,"Baclini, Miss. Eugenie",Mujer,0,2,1,2666,19.2583,Cherbourg,, Miss
645,646,Vivos,Primera,"Harper, Mr. Henry Sleeper",Hombre,48,1,0,PC 17572,76.7292,Cherbourg,Adultos, Mr
646,647,Muertos,Tercera,"Cor, Mr. Liudevit",Hombre,19,0,0,349231,7.8958,Southamptom,Adultos, Mr
647,648,Vivos,Primera,"Simonius-Blumer, Col. Oberst Alfons",Hombre,56,0,0,13213,35.5,Cherbourg,Mayores, Col
648,649,Muertos,Tercera,"Willey, Mr. Edward",Hombre,29,0,0,S.O./P.P. 751,7.55,Southamptom,Adultos, Mr
649,650,Vivos,Tercera,"Stanley, Miss. Amy Zillah Elsie",Mujer,23,0,0,CA. 2314,7.55,Southamptom,Adultos, Miss
650,651,Muertos,Tercera,"Mitkoff, Mr. Mito",Hombre,29,0,0,349221,7.8958,Southamptom,Adultos, Mr
651,652,Vivos,Segunda,"Doling, Miss. Elsie",Mujer,18,0,1,231919,23.0,Southamptom,Adultos, Miss
652,653,Muertos,Tercera,"Kalvik, Mr. Johannes Halvorsen",Hombre,21,0,0,8475,8.4333,Southamptom,Adultos, Mr
653,654,Vivos,Tercera,"O'Leary, Miss. Hanora ""Norah""",Mujer,29,0,0,330919,7.8292,Queenstown,Adultos, Miss
654,655,Muertos,Tercera,"Hegarty, Miss. Hanora ""Nora""",Mujer,18,0,0,365226,6.75,Queenstown,Adultos, Miss
655,656,Muertos,Segunda,"Hickman, Mr. Leonard Mark",Hombre,24,2,0,S.O.C. 14879,73.5,Southamptom,Adultos, Mr
656,657,Muertos,Tercera,"Radeff, Mr. Alexander",Hombre,29,0,0,349223,7.8958,Southamptom,Adultos, Mr
657,658,Muertos,Tercera,"Bourke, Mrs. John (Catherine)",Mujer,32,1,1,364849,15.5,Queenstown,Adultos, Mrs
658,659,Muertos,Segunda,"Eitemiller, Mr. George Floyd",Hombre,23,0,0,29751,13.0,Southamptom,Adultos, Mr
659,660,Muertos,Primera,"Newell, Mr. Arthur Webster",Hombre,58,0,2,35273,113.275,Cherbourg,Mayores, Mr
660,661,Vivos,Primera,"Frauenthal, Dr. Henry William",Hombre,50,2,0,PC 17611,133.65,Southamptom,Adultos, Dr
661,662,Muertos,Tercera,"Badt, Mr. Mohamed",Hombre,40,0,0,2623,7.225,Cherbourg,Adultos, Mr
662,663,Muertos,Primera,"Colley, Mr. Edward Pomeroy",Hombre,47,0,0,5727,25.5875,Southamptom,Adultos, Mr
663,664,Muertos,Tercera,"Coleff, Mr. Peju",Hombre,36,0,0,349210,7.4958,Southamptom,Adultos, Mr
664,665,Vivos,Tercera,"Lindqvist, Mr. Eino William",Hombre,20,1,0,STON/O 2. 3101285,7.925,Southamptom,Adultos, Mr
665,666,Muertos,Segunda,"Hickman, Mr. Lewis",Hombre,32,2,0,S.O.C. 14879,73.5,Southamptom,Adultos, Mr
666,667,Muertos,Segunda,"Butler, Mr. Reginald Fenton",Hombre,25,0,0,234686,13.0,Southamptom,Adultos, Mr
667,668,Muertos,Tercera,"Rommetvedt, Mr. Knud Paust",Hombre,29,0,0,312993,7.775,Southamptom,Adultos, Mr
668,669,Muertos,Tercera,"Cook, Mr. Jacob",Hombre,43,0,0,A/5 3536,8.05,Southamptom,Adultos, Mr
669,670,Vivos,Primera,"Taylor, Mrs. Elmer Zebley (Juliet Cummins Wright)",Mujer,29,1,0,19996,52.0,Southamptom,Adultos, Mrs
670,671,Vivos,Segunda,"Brown, Mrs. Thomas William Solomon (Elizabeth Catherine Ford)",Mujer,40,1,1,29750,39.0,Southamptom,Adultos, Mrs
671,672,Muertos,Primera,"Davidson, Mr. Thornton",Hombre,31,1,0,F.C. 12750,52.0,Southamptom,Adultos, Mr
672,673,Muertos,Segunda,"Mitchell, Mr. Henry Michael",Hombre,70,0,0,C.A. 24580,10.5,Southamptom,Mayores, Mr
673,674,Vivos,Segunda,"Wilhelms, Mr. Charles",Hombre,31,0,0,244270,13.0,Southamptom,Adultos, Mr
674,675,Muertos,Segunda,"Watson, Mr. Ennis Hastings",Hombre,29,0,0,239856,0.0,Southamptom,Adultos, Mr
675,676,Muertos,Tercera,"Edvardsson, Mr. Gustaf Hjalmar",Hombre,18,0,0,349912,7.775,Southamptom,Adultos, Mr
676,677,Muertos,Tercera,"Sawyer, Mr. Frederick Charles",Hombre,24,0,0,342826,8.05,Southamptom,Adultos, Mr
677,678,Vivos,Tercera,"Turja, Miss. Anna Sofia",Mujer,18,0,0,4138,9.8417,Southamptom,Adultos, Miss
678,679,Muertos,Tercera,"Goodwin, Mrs. Frederick (Augusta Tyler)",Mujer,43,1,6,CA 2144,46.9,Southamptom,Adultos, Mrs
679,680,Vivos,Primera,"Cardeza, Mr. Thomas Drake Martinez",Hombre,36,0,1,PC 17755,512.3292,Cherbourg,Adultos, Mr
680,681,Muertos,Tercera,"Peters, Miss. Katie",Mujer,29,0,0,330935,8.1375,Queenstown,Adultos, Miss
681,682,Vivos,Primera,"Hassab, Mr. Hammad",Hombre,27,0,0,PC 17572,76.7292,Cherbourg,Adultos, Mr
682,683,Muertos,Tercera,"Olsvigen, Mr. Thor Anderson",Hombre,20,0,0,6563,9.225,Southamptom,Adultos, Mr
683,684,Muertos,Tercera,"Goodwin, Mr. Charles Edward",Hombre,14,5,2,CA 2144,46.9,Southamptom,Jóvenes, Mr
684,685,Muertos,Segunda,"Brown, Mr. Thomas William Solomon",Hombre,60,1,1,29750,39.0,Southamptom,Mayores, Mr
685,686,Muertos,Segunda,"Laroche, Mr. Joseph Philippe Lemercier",Hombre,25,1,2,SC/Paris 2123,41.5792,Cherbourg,Adultos, Mr
686,687,Muertos,Tercera,"Panula, Mr. Jaako Arnold",Hombre,14,4,1,3101295,39.6875,Southamptom,Jóvenes, Mr
687,688,Muertos,Tercera,"Dakic, Mr. Branko",Hombre,19,0,0,349228,10.1708,Southamptom,Adultos, Mr
688,689,Muertos,Tercera,"Fischer, Mr. Eberhard Thelander",Hombre,18,0,0,350036,7.7958,Southamptom,Adultos, Mr
689,690,Vivos,Primera,"Madill, Miss. Georgette Alexandra",Mujer,15,0,1,24160,211.3375,Southamptom,Jóvenes, Miss
690,691,Vivos,Primera,"Dick, Mr. Albert Adrian",Hombre,31,1,0,17474,57.0,Southamptom,Adultos, Mr
691,692,Vivos,Tercera,"Karun, Miss. Manca",Mujer,4,0,1,349256,13.4167,Cherbourg,Jóvenes, Miss
692,693,Vivos,Tercera,"Lam, Mr. Ali",Hombre,29,0,0,1601,56.4958,Southamptom,Adultos, Mr
693,694,Muertos,Tercera,"Saad, Mr. Khalil",Hombre,25,0,0,2672,7.225,Cherbourg,Adultos, Mr
694,695,Muertos,Primera,"Weir, Col. John",Hombre,60,0,0,113800,26.55,Southamptom,Mayores, Col
695,696,Muertos,Segunda,"Chapman, Mr. Charles Henry",Hombre,52,0,0,248731,13.5,Southamptom,Mayores, Mr
696,697,Muertos,Tercera,"Kelly, Mr. James",Hombre,44,0,0,363592,8.05,Southamptom,Adultos, Mr
697,698,Vivos,Tercera,"Mullens, Miss. Katherine ""Katie""",Mujer,29,0,0,35852,7.7333,Queenstown,Adultos, Miss
698,699,Muertos,Primera,"Thayer, Mr. John Borland",Hombre,49,1,1,17421,110.8833,Cherbourg,Adultos, Mr
699,700,Muertos,Tercera,"Humblen, Mr. Adolf Mathias Nicolai Olsen",Hombre,42,0,0,348121,7.65,Southamptom,Adultos, Mr
700,701,Vivos,Primera,"Astor, Mrs. John Jacob (Madeleine Talmadge Force)",Mujer,18,1,0,PC 17757,227.525,Cherbourg,Adultos, Mrs
701,702,Vivos,Primera,"Silverthorne, Mr. Spencer Victor",Hombre,35,0,0,PC 17475,26.2875,Southamptom,Adultos, Mr
702,703,Muertos,Tercera,"Barbara, Miss. Saiide",Mujer,18,0,1,2691,14.4542,Cherbourg,Adultos, Miss
703,704,Muertos,Tercera,"Gallagher, Mr. Martin",Hombre,25,0,0,36864,7.7417,Queenstown,Adultos, Mr
704,705,Muertos,Tercera,"Hansen, Mr. Henrik Juul",Hombre,26,1,0,350025,7.8542,Southamptom,Adultos, Mr
705,706,Muertos,Segunda,"Morley, Mr. Henry Samuel (""Mr Henry Marshall"")",Hombre,39,0,0,250655,26.0,Southamptom,Adultos, Mr
706,707,Vivos,Segunda,"Kelly, Mrs. Florence ""Fannie""",Mujer,45,0,0,223596,13.5,Southamptom,Adultos, Mrs
707,708,Vivos,Primera,"Calderhead, Mr. Edward Pennington",Hombre,42,0,0,PC 17476,26.2875,Southamptom,Adultos, Mr
708,709,Vivos,Primera,"Cleaver, Miss. Alice",Mujer,22,0,0,113781,151.55,Southamptom,Adultos, Miss
709,710,Vivos,Tercera,"Moubarek, Master. Halim Gonios (""William George"")",Hombre,29,1,1,2661,15.2458,Cherbourg,Adultos, Master
710,711,Vivos,Primera,"Mayne, Mlle. Berthe Antonine (""Mrs de Villiers"")",Mujer,24,0,0,PC 17482,49.5042,Cherbourg,Adultos, Mlle
711,712,Muertos,Primera,"Klaber, Mr. Herman",Hombre,29,0,0,113028,26.55,Southamptom,Adultos, Mr
712,713,Vivos,Primera,"Taylor, Mr. Elmer Zebley",Hombre,48,1,0,19996,52.0,Southamptom,Adultos, Mr
713,714,Muertos,Tercera,"Larsson, Mr. August Viktor",Hombre,29,0,0,7545,9.4833,Southamptom,Adultos, Mr
714,715,Muertos,Segunda,"Greenberg, Mr. Samuel",Hombre,52,0,0,250647,13.0,Southamptom,Mayores, Mr
715,716,Muertos,Tercera,"Soholt, Mr. Peter Andreas Lauritz Andersen",Hombre,19,0,0,348124,7.65,Southamptom,Adultos, Mr
716,717,Vivos,Primera,"Endres, Miss. Caroline Louise",Mujer,38,0,0,PC 17757,227.525,Cherbourg,Adultos, Miss
717,718,Vivos,Segunda,"Troutt, Miss. Edwina Celia ""Winnie""",Mujer,27,0,0,34218,10.5,Southamptom,Adultos, Miss
718,719,Muertos,Tercera,"McEvoy, Mr. Michael",Hombre,29,0,0,36568,15.5,Queenstown,Adultos, Mr
719,720,Muertos,Tercera,"Johnson, Mr. Malkolm Joackim",Hombre,33,0,0,347062,7.775,Southamptom,Adultos, Mr
720,721,Vivos,Segunda,"Harper, Miss. Annie Jessie ""Nina""",Mujer,6,0,1,248727,33.0,Southamptom,Jóvenes, Miss
721,722,Muertos,Tercera,"Jensen, Mr. Svend Lauritz",Hombre,17,1,0,350048,7.0542,Southamptom,Adultos, Mr
722,723,Muertos,Segunda,"Gillespie, Mr. William Henry",Hombre,34,0,0,12233,13.0,Southamptom,Adultos, Mr
723,724,Muertos,Segunda,"Hodges, Mr. Henry Price",Hombre,50,0,0,250643,13.0,Southamptom,Adultos, Mr
724,725,Vivos,Primera,"Chambers, Mr. Norman Campbell",Hombre,27,1,0,113806,53.1,Southamptom,Adultos, Mr
725,726,Muertos,Tercera,"Oreskovic, Mr. Luka",Hombre,20,0,0,315094,8.6625,Southamptom,Adultos, Mr
726,727,Vivos,Segunda,"Renouf, Mrs. Peter Henry (Lillian Jefferys)",Mujer,30,3,0,31027,21.0,Southamptom,Adultos, Mrs
727,728,Vivos,Tercera,"Mannion, Miss. Margareth",Mujer,29,0,0,36866,7.7375,Queenstown,Adultos, Miss
728,729,Muertos,Segunda,"Bryhl, Mr. Kurt Arnold Gottfrid",Hombre,25,1,0,236853,26.0,Southamptom,Adultos, Mr
729,730,Muertos,Tercera,"Ilmakangas, Miss. Pieta Sofia",Mujer,25,1,0,STON/O2. 3101271,7.925,Southamptom,Adultos, Miss
730,731,Vivos,Primera,"Allen, Miss. Elisabeth Walton",Mujer,29,0,0,24160,211.3375,Southamptom,Adultos, Miss
731,732,Muertos,Tercera,"Hassan, Mr. Houssein G N",Hombre,11,0,0,2699,18.7875,Cherbourg,Jóvenes, Mr
732,733,Muertos,Segunda,"Knight, Mr. Robert J",Hombre,29,0,0,239855,0.0,Southamptom,Adultos, Mr
733,734,Muertos,Segunda,"Berriman, Mr. William John",Hombre,23,0,0,28425,13.0,Southamptom,Adultos, Mr
734,735,Muertos,Segunda,"Troupiansky, Mr. Moses Aaron",Hombre,23,0,0,233639,13.0,Southamptom,Adultos, Mr
735,736,Muertos,Tercera,"Williams, Mr. Leslie",Hombre,28,0,0,54636,16.1,Southamptom,Adultos, Mr
736,737,Muertos,Tercera,"Ford, Mrs. Edward (Margaret Ann Watson)",Mujer,48,1,3,W./C. 6608,34.375,Southamptom,Adultos, Mrs
737,738,Vivos,Primera,"Lesurer, Mr. Gustave J",Hombre,35,0,0,PC 17755,512.3292,Cherbourg,Adultos, Mr
738,739,Muertos,Tercera,"Ivanoff, Mr. Kanio",Hombre,29,0,0,349201,7.8958,Southamptom,Adultos, Mr
739,740,Muertos,Tercera,"Nankoff, Mr. Minko",Hombre,29,0,0,349218,7.8958,Southamptom,Adultos, Mr
740,741,Vivos,Primera,"Hawksford, Mr. Walter James",Hombre,29,0,0,16988,30.0,Southamptom,Adultos, Mr
741,742,Muertos,Primera,"Cavendish, Mr. Tyrell William",Hombre,36,1,0,19877,78.85,Southamptom,Adultos, Mr
742,743,Vivos,Primera,"Ryerson, Miss. Susan Parker ""Suzette""",Mujer,21,2,2,PC 17608,262.375,Cherbourg,Adultos, Miss
743,744,Muertos,Tercera,"McNamee, Mr. Neal",Hombre,24,1,0,376566,16.1,Southamptom,Adultos, Mr
744,745,Vivos,Tercera,"Stranden, Mr. Juho",Hombre,31,0,0,STON/O 2. 3101288,7.925,Southamptom,Adultos, Mr
745,746,Muertos,Primera,"Crosby, Capt. Edward Gifford",Hombre,70,1,1,WE/P 5735,71.0,Southamptom,Mayores, Capt
746,747,Muertos,Tercera,"Abbott, Mr. Rossmore Edward",Hombre,16,1,1,C.A. 2673,20.25,Southamptom,Jóvenes, Mr
747,748,Vivos,Segunda,"Sinkkonen, Miss. Anna",Mujer,30,0,0,250648,13.0,Southamptom,Adultos, Miss
748,749,Muertos,Primera,"Marvin, Mr. Daniel Warner",Hombre,19,1,0,113773,53.1,Southamptom,Adultos, Mr
749,750,Muertos,Tercera,"Connaghton, Mr. Michael",Hombre,31,0,0,335097,7.75,Queenstown,Adultos, Mr
750,751,Vivos,Segunda,"Wells, Miss. Joan",Mujer,4,1,1,29103,23.0,Southamptom,Jóvenes, Miss
751,752,Vivos,Tercera,"Moor, Master. Meier",Hombre,6,0,1,392096,12.475,Southamptom,Jóvenes, Master
752,753,Muertos,Tercera,"Vande Velde, Mr. Johannes Joseph",Hombre,33,0,0,345780,9.5,Southamptom,Adultos, Mr
753,754,Muertos,Tercera,"Jonkoff, Mr. Lalio",Hombre,23,0,0,349204,7.8958,Southamptom,Adultos, Mr
754,755,Vivos,Segunda,"Herman, Mrs. Samuel (Jane Laver)",Mujer,48,1,2,220845,65.0,Southamptom,Adultos, Mrs
755,756,Vivos,Segunda,"Hamalainen, Master. Viljo",Hombre,0,1,1,250649,14.5,Southamptom,, Master
756,757,Muertos,Tercera,"Carlsson, Mr. August Sigfrid",Hombre,28,0,0,350042,7.7958,Southamptom,Adultos, Mr
757,758,Muertos,Segunda,"Bailey, Mr. Percy Andrew",Hombre,18,0,0,29108,11.5,Southamptom,Adultos, Mr
758,759,Muertos,Tercera,"Theobald, Mr. Thomas Leonard",Hombre,34,0,0,363294,8.05,Southamptom,Adultos, Mr
759,760,Vivos,Primera,"Rothes, the Countess. of (Lucy Noel Martha Dyer-Edwards)",Mujer,33,0,0,110152,86.5,Southamptom,Adultos, the Countess
760,761,Muertos,Tercera,"Garfirth, Mr. John",Hombre,29,0,0,358585,14.5,Southamptom,Adultos, Mr
761,762,Muertos,Tercera,"Nirva, Mr. Iisakki Antino Aijo",Hombre,41,0,0,SOTON/O2 3101272,7.125,Southamptom,Adultos, Mr
762,763,Vivos,Tercera,"Barah, Mr. Hanna Assi",Hombre,20,0,0,2663,7.2292,Cherbourg,Adultos, Mr
763,764,Vivos,Primera,"Carter, Mrs. William Ernest (Lucile Polk)",Mujer,36,1,2,113760,120.0,Southamptom,Adultos, Mrs
764,765,Muertos,Tercera,"Eklund, Mr. Hans Linus",Hombre,16,0,0,347074,7.775,Southamptom,Jóvenes, Mr
765,766,Vivos,Primera,"Hogeboom, Mrs. John C (Anna Andrews)",Mujer,51,1,0,13502,77.9583,Southamptom,Mayores, Mrs
766,767,Muertos,Primera,"Brewe, Dr. Arthur Jackson",Hombre,29,0,0,112379,39.6,Cherbourg,Adultos, Dr
767,768,Muertos,Tercera,"Mangan, Miss. Mary",Mujer,30,0,0,364850,7.75,Queenstown,Adultos, Miss
768,769,Muertos,Tercera,"Moran, Mr. Daniel J",Hombre,29,1,0,371110,24.15,Queenstown,Adultos, Mr
769,770,Muertos,Tercera,"Gronnestad, Mr. Daniel Danielsen",Hombre,32,0,0,8471,8.3625,Southamptom,Adultos, Mr
770,771,Muertos,Tercera,"Lievens, Mr. Rene Aime",Hombre,24,0,0,345781,9.5,Southamptom,Adultos, Mr
771,772,Muertos,Tercera,"Jensen, Mr. Niels Peder",Hombre,48,0,0,350047,7.8542,Southamptom,Adultos, Mr
772,773,Muertos,Segunda,"Mack, Mrs. (Mary)",Mujer,57,0,0,S.O./P.P. 3,10.5,Southamptom,Mayores, Mrs
773,774,Muertos,Tercera,"Elias, Mr. Dibo",Hombre,29,0,0,2674,7.225,Cherbourg,Adultos, Mr
774,775,Vivos,Segunda,"Hocking, Mrs. Elizabeth (Eliza Needs)",Mujer,54,1,3,29105,23.0,Southamptom,Mayores, Mrs
775,776,Muertos,Tercera,"Myhrman, Mr. Pehr Fabian Oliver Malkolm",Hombre,18,0,0,347078,7.75,Southamptom,Adultos, Mr
776,777,Muertos,Tercera,"Tobin, Mr. Roger",Hombre,29,0,0,383121,7.75,Queenstown,Adultos, Mr
777,778,Vivos,Tercera,"Emanuel, Miss. Virginia Ethel",Mujer,5,0,0,364516,12.475,Southamptom,Jóvenes, Miss
778,779,Muertos,Tercera,"Kilgannon, Mr. Thomas J",Hombre,29,0,0,36865,7.7375,Queenstown,Adultos, Mr
779,780,Vivos,Primera,"Robert, Mrs. Edward Scott (Elisabeth Walton McMillan)",Mujer,43,0,1,24160,211.3375,Southamptom,Adultos, Mrs
780,781,Vivos,Tercera,"Ayoub, Miss. Banoura",Mujer,13,0,0,2687,7.2292,Cherbourg,Jóvenes, Miss
781,782,Vivos,Primera,"Dick, Mrs. Albert Adrian (Vera Gillespie)",Mujer,17,1,0,17474,57.0,Southamptom,Adultos, Mrs
782,783,Muertos,Primera,"Long, Mr. Milton Clyde",Hombre,29,0,0,113501,30.0,Southamptom,Adultos, Mr
783,784,Muertos,Tercera,"Johnston, Mr. Andrew G",Hombre,29,1,2,W./C. 6607,23.45,Southamptom,Adultos, Mr
784,785,Muertos,Tercera,"Ali, Mr. William",Hombre,25,0,0,SOTON/O.Q. 3101312,7.05,Southamptom,Adultos, Mr
785,786,Muertos,Tercera,"Harmer, Mr. Abraham (David Lishin)",Hombre,25,0,0,374887,7.25,Southamptom,Adultos, Mr
786,787,Vivos,Tercera,"Sjoblom, Miss. Anna Sofia",Mujer,18,0,0,3101265,7.4958,Southamptom,Adultos, Miss
787,788,Muertos,Tercera,"Rice, Master. George Hugh",Hombre,8,4,1,382652,29.125,Queenstown,Jóvenes, Master
788,789,Vivos,Tercera,"Dean, Master. Bertram Vere",Hombre,1,1,2,C.A. 2315,20.575,Southamptom,Jóvenes, Master
789,790,Muertos,Primera,"Guggenheim, Mr. Benjamin",Hombre,46,0,0,PC 17593,79.2,Cherbourg,Adultos, Mr
790,791,Muertos,Tercera,"Keane, Mr. Andrew ""Andy""",Hombre,29,0,0,12460,7.75,Queenstown,Adultos, Mr
791,792,Muertos,Segunda,"Gaskell, Mr. Alfred",Hombre,16,0,0,239865,26.0,Southamptom,Jóvenes, Mr
792,793,Muertos,Tercera,"Sage, Miss. Stella Anna",Mujer,29,8,2,CA. 2343,69.55,Southamptom,Adultos, Miss
793,794,Muertos,Primera,"Hoyt, Mr. William Fisher",Hombre,29,0,0,PC 17600,30.6958,Cherbourg,Adultos, Mr
794,795,Muertos,Tercera,"Dantcheff, Mr. Ristiu",Hombre,25,0,0,349203,7.8958,Southamptom,Adultos, Mr
795,796,Muertos,Segunda,"Otter, Mr. Richard",Hombre,39,0,0,28213,13.0,Southamptom,Adultos, Mr
796,797,Vivos,Primera,"Leader, Dr. Alice (Farnham)",Mujer,49,0,0,17465,25.9292,Southamptom,Adultos, Dr
797,798,Vivos,Tercera,"Osman, Mrs. Mara",Mujer,31,0,0,349244,8.6833,Southamptom,Adultos, Mrs
798,799,Muertos,Tercera,"Ibrahim Shawah, Mr. Yousseff",Hombre,30,0,0,2685,7.2292,Cherbourg,Adultos, Mr
799,800,Muertos,Tercera,"Van Impe, Mrs. Jean Baptiste (Rosalie Paula Govaert)",Mujer,30,1,1,345773,24.15,Southamptom,Adultos, Mrs
800,801,Muertos,Segunda,"Ponesell, Mr. Martin",Hombre,34,0,0,250647,13.0,Southamptom,Adultos, Mr
801,802,Vivos,Segunda,"Collyer, Mrs. Harvey (Charlotte Annie Tate)",Mujer,31,1,1,C.A. 31921,26.25,Southamptom,Adultos, Mrs
802,803,Vivos,Primera,"Carter, Master. William Thornton II",Hombre,11,1,2,113760,120.0,Southamptom,Jóvenes, Master
803,804,Vivos,Tercera,"Thomas, Master. Assad Alexander",Hombre,0,0,1,2625,8.5167,Cherbourg,, Master
804,805,Vivos,Tercera,"Hedman, Mr. Oskar Arvid",Hombre,27,0,0,347089,6.975,Southamptom,Adultos, Mr
805,806,Muertos,Tercera,"Johansson, Mr. Karl Johan",Hombre,31,0,0,347063,7.775,Southamptom,Adultos, Mr
806,807,Muertos,Primera,"Andrews, Mr. Thomas Jr",Hombre,39,0,0,112050,0.0,Southamptom,Adultos, Mr
807,808,Muertos,Tercera,"Pettersson, Miss. Ellen Natalia",Mujer,18,0,0,347087,7.775,Southamptom,Adultos, Miss
808,809,Muertos,Segunda,"Meyer, Mr. August",Hombre,39,0,0,248723,13.0,Southamptom,Adultos, Mr
809,810,Vivos,Primera,"Chambers, Mrs. Norman Campbell (Bertha Griggs)",Mujer,33,1,0,113806,53.1,Southamptom,Adultos, Mrs
810,811,Muertos,Tercera,"Alexander, Mr. William",Hombre,26,0,0,3474,7.8875,Southamptom,Adultos, Mr
811,812,Muertos,Tercera,"Lester, Mr. James",Hombre,39,0,0,A/4 48871,24.15,Southamptom,Adultos, Mr
812,813,Muertos,Segunda,"Slemen, Mr. Richard James",Hombre,35,0,0,28206,10.5,Southamptom,Adultos, Mr
813,814,Muertos,Tercera,"Andersson, Miss. Ebba Iris Alfrida",Mujer,6,4,2,347082,31.275,Southamptom,Jóvenes, Miss
814,815,Muertos,Tercera,"Tomlin, Mr. Ernest Portage",Hombre,30,0,0,364499,8.05,Southamptom,Adultos, Mr
815,816,Muertos,Primera,"Fry, Mr. Richard",Hombre,29,0,0,112058,0.0,Southamptom,Adultos, Mr
816,817,Muertos,Tercera,"Heininen, Miss. Wendla Maria",Mujer,23,0,0,STON/O2. 3101290,7.925,Southamptom,Adultos, Miss
817,818,Muertos,Segunda,"Mallet, Mr. Albert",Hombre,31,1,1,S.C./PARIS 2079,37.0042,Cherbourg,Adultos, Mr
818,819,Muertos,Tercera,"Holm, Mr. John Fredrik Alexander",Hombre,43,0,0,C 7075,6.45,Southamptom,Adultos, Mr
819,820,Muertos,Tercera,"Skoog, Master. Karl Thorsten",Hombre,10,3,2,347088,27.9,Southamptom,Jóvenes, Master
820,821,Vivos,Primera,"Hays, Mrs. Charles Melville (Clara Jennings Gregg)",Mujer,52,1,1,12749,93.5,Southamptom,Mayores, Mrs
